Response,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
No,Extended,Bachelor,Employed,M,60735,Urban,Married,135,11,59,0,2,Personal Auto,Personal L3,Offer3,Branch,572,SUV,Medsize
No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,67,5,53,0,1,Personal Auto,Personal L2,Offer2,Agent,482,Two-Door Car,Medsize
No,Basic,Bachelor,Employed,M,36261,Suburban,Divorced,118,14,78,0,2,Corporate Auto,Corporate L3,Offer3,Web,1198,SUV,Medsize
No,Extended,High School or Below,Unemployed,M,0,Suburban,Single,135,32,33,0,1,Personal Auto,Personal L3,Offer4,Call Center,648,Sports Car,Medsize
Yes,Extended,Master,Unemployed,F,0,Suburban,Single,122,15,47,0,9,Corporate Auto,Corporate L2,Offer1,Branch,651,Sports Car,Medsize
No,Extended,High School or Below,Employed,M,23277,Suburban,Married,77,14,68,2,1,Corporate Auto,Corporate L1,Offer1,Branch,370,Four-Door Car,Medsize
No,Basic,High School or Below,Employed,F,50320,Urban,Married,73,24,6,0,5,Personal Auto,Personal L2,Offer4,Call Center,298,Four-Door Car,Medsize
No,Basic,High School or Below,Employed,F,49675,Suburban,Married,65,10,54,0,1,Personal Auto,Personal L2,Offer2,Agent,312,Two-Door Car,Medsize
No,Basic,High School or Below,Medical Leave,M,19508,Suburban,Single,61,22,59,0,2,Personal Auto,Personal L1,Offer1,Branch,293,Two-Door Car,Medsize
No,Basic,Bachelor,Medical Leave,M,20815,Suburban,Married,110,7,35,0,9,Personal Auto,Personal L3,Offer1,Agent,528,SUV,Medsize
No,Basic,High School or Below,Employed,M,46621,Rural,Married,61,20,31,0,2,Corporate Auto,Corporate L3,Offer2,Branch,30,Four-Door Car,Medsize
No,Basic,High School or Below,Disabled,F,22775,Suburban,Divorced,184,6,10,0,3,Personal Auto,Personal L1,Offer1,Agent,883,Luxury Car,Medsize
No,Basic,Bachelor,Employed,F,91814,Urban,Married,63,30,99,0,3,Personal Auto,Personal L1,Offer3,Call Center,167,Two-Door Car,Medsize
Yes,Extended,College,Employed,M,20396,Suburban,Married,76,15,60,1,4,Personal Auto,Personal L2,Offer1,Branch,365,Four-Door Car,Medsize
No,Basic,High School or Below,Employed,F,73836,Urban,Married,182,8,35,3,1,Personal Auto,Personal L3,Offer1,Branch,553,Luxury Car,Medsize
No,Extended,Bachelor,Employed,F,55910,Urban,Married,86,4,3,0,1,Personal Auto,Personal L3,Offer1,Call Center,324,Four-Door Car,Medsize
No,Basic,High School or Below,Employed,F,43054,Suburban,Married,68,5,41,0,4,Personal Auto,Personal L2,Offer3,Agent,326,Four-Door Car,Large
No,Basic,Bachelor,Employed,F,64543,Urban,Married,65,1,84,0,2,Personal Auto,Personal L3,Offer2,Call Center,200,Four-Door Car,Medsize
No,Basic,Bachelor,Employed,M,75988,Urban,Divorced,67,0,40,0,2,Personal Auto,Personal L1,Offer1,Agent,201,Four-Door Car,Medsize
No,Basic,College,Unemployed,M,0,Suburban,Single,64,26,99,0,2,Personal Auto,Personal L3,Offer3,Agent,573,Four-Door Car,Large
No,Basic,College,Disabled,F,29051,Rural,Married,73,31,79,0,1,Personal Auto,Personal L3,Offer1,Agent,153,Two-Door Car,Medsize
No,Basic,Bachelor,Employed,F,87382,Suburban,Married,72,26,65,0,5,Personal Auto,Personal L3,Offer2,Web,346,Four-Door Car,Large
No,Extended,College,Employed,F,30694,Suburban,Married,91,22,23,1,1,Personal Auto,Personal L3,Offer1,Agent,437,Four-Door Car,Small
No,Extended,High School or Below,Unemployed,M,0,Suburban,Single,85,4,18,0,2,Personal Auto,Personal L2,Offer1,Branch,877,Four-Door Car,Medsize
No,Premium,High School or Below,Employed,M,49259,Suburban,Single,144,35,36,0,2,Personal Auto,Personal L3,Offer3,Call Center,820,Sports Car,Medsize
No,Extended,High School or Below,Employed,F,47528,Urban,Married,77,10,73,1,1,Personal Auto,Personal L3,Offer2,Agent,278,Four-Door Car,Medsize
No,Basic,Bachelor,Employed,M,70624,Rural,Married,106,6,52,0,3,Corporate Auto,Corporate L3,Offer4,Call Center,49,SUV,Small
No,Basic,College,Unemployed,F,0,Suburban,Single,64,27,62,0,2,Corporate Auto,Corporate L1,Offer1,Web,506,Four-Door Car,Small
No,Extended,Doctor,Employed,F,31409,Urban,Married,93,10,50,0,2,Personal Auto,Personal L3,Offer1,Branch,382,Four-Door Car,Medsize
No,Extended,High School or Below,Employed,F,35504,Urban,Married,128,4,86,0,3,Personal Auto,Personal L3,Offer3,Call Center,404,SUV,Small
No,Basic,Bachelor,Employed,F,44833,Suburban,Divorced,72,24,59,0,3,Personal Auto,Personal L2,Offer1,Agent,346,Two-Door Car,Medsize
No,Basic,High School or Below,Employed,F,24423,Suburban,Divorced,67,5,62,0,6,Corporate Auto,Corporate L3,Offer1,Branch,322,Two-Door Car,Medsize
No,Extended,Bachelor,Unemployed,M,0,Suburban,Married,127,20,31,0,2,Personal Auto,Personal L1,Offer1,Agent,610,SUV,Small
No,Basic,College,Unemployed,F,0,Suburban,Single,69,22,98,3,8,Personal Auto,Personal L3,Offer1,Agent,434,Four-Door Car,Medsize
No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,61,5,51,0,7,Personal Auto,Personal L2,Offer3,Call Center,439,Four-Door Car,Medsize
No,Basic,Bachelor,Employed,F,96917,Suburban,Married,71,31,16,0,9,Personal Auto,Personal L3,Offer2,Agent,373,Two-Door Car,Medsize
No,Basic,Bachelor,Employed,M,84450,Urban,Single,68,18,12,0,1,Corporate Auto,Corporate L3,Offer2,Branch,291,Four-Door Car,Medsize
No,Basic,College,Unemployed,F,0,Suburban,Single,111,4,8,0,2,Personal Auto,Personal L3,Offer2,Call Center,1019,SUV,Medsize
No,Premium,High School or Below,Unemployed,F,0,Suburban,Single,115,19,39,0,2,Corporate Auto,Corporate L1,Offer1,Branch,840,Four-Door Car,Medsize
No,Premium,College,Disabled,F,10097,Rural,Married,110,17,69,0,1,Personal Auto,Personal L1,Offer1,Web,219,Four-Door Car,Medsize
No,Extended,College,Employed,F,33255,Suburban,Married,138,0,20,0,1,Personal Auto,Personal L1,Offer1,Branch,662,Sports Car,Medsize
No,Basic,Bachelor,Employed,F,94132,Suburban,Married,73,31,68,0,2,Personal Auto,Personal L2,Offer2,Call Center,350,Four-Door Car,Small
No,Extended,Master,Employed,M,42602,Rural,Married,85,7,75,3,3,Personal Auto,Personal L3,Offer2,Agent,63,Two-Door Car,Medsize
No,Basic,Doctor,Medical Leave,M,17250,Urban,Married,62,16,90,0,3,Personal Auto,Personal L3,Offer2,Call Center,176,Four-Door Car,Medsize
No,Basic,College,Employed,M,74212,Urban,Married,73,16,26,0,1,Personal Auto,Personal L2,Offer2,Call Center,189,Four-Door Car,Small
No,Basic,Bachelor,Employed,M,85756,Rural,Divorced,61,18,74,0,3,Personal Auto,Personal L3,Offer4,Branch,117,Four-Door Car,Medsize
Yes,Basic,Bachelor,Retired,F,24910,Suburban,Single,63,7,63,1,1,Personal Auto,Personal L3,Offer1,Branch,348,Four-Door Car,Medsize
No,Basic,Bachelor,Employed,M,41596,Suburban,Married,66,12,12,0,5,Personal Auto,Personal L3,Offer2,Call Center,317,Four-Door Car,Medsize
No,Basic,Bachelor,Employed,M,72202,Suburban,Married,63,12,13,0,1,Corporate Auto,Corporate L3,Offer2,Branch,454,Two-Door Car,Small
No,Extended,Bachelor,Employed,M,33967,Suburban,Divorced,76,0,60,0,8,Personal Auto,Personal L1,Offer2,Agent,365,Four-Door Car,Small
No,Extended,Master,Employed,F,77951,Rural,Married,93,28,46,3,1,Corporate Auto,Corporate L2,Offer4,Branch,20,Two-Door Car,Medsize
No,Basic,Doctor,Employed,F,77521,Suburban,Married,73,6,66,0,3,Personal Auto,Personal L3,Offer3,Call Center,350,Two-Door Car,Small
No,Basic,College,Unemployed,M,0,Suburban,Divorced,109,12,66,0,2,Personal Auto,Personal L3,Offer1,Agent,852,Sports Car,Large
Yes,Basic,Bachelor,Employed,M,86305,Rural,Married,62,1,99,0,5,Corporate Auto,Corporate L2,Offer2,Call Center,81,Four-Door Car,Medsize
No,Extended,High School or Below,Unemployed,M,0,Suburban,Married,92,4,83,2,3,Personal Auto,Personal L1,Offer3,Call Center,662,Four-Door Car,Medsize
Yes,Extended,High School or Below,Employed,F,57693,Suburban,Divorced,76,16,56,0,3,Personal Auto,Personal L2,Offer2,Agent,547,Four-Door Car,Medsize
No,Basic,College,Unemployed,F,0,Rural,Married,112,6,37,3,7,Corporate Auto,Corporate L3,Offer2,Agent,79,SUV,Medsize
No,Basic,Bachelor,Employed,M,33137,Suburban,Single,74,16,8,0,4,Personal Auto,Personal L2,Offer3,Web,473,Two-Door Car,Medsize
No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,68,24,31,0,2,Personal Auto,Personal L1,Offer1,Branch,490,Four-Door Car,Medsize
No,Basic,College,Employed,F,44938,Suburban,Married,183,7,37,0,1,Personal Auto,Personal L3,Offer2,Branch,2069,Luxury Car,Large
No,Premium,High School or Below,Employed,M,33617,Suburban,Married,117,6,12,0,2,Personal Auto,Personal L3,Offer1,Agent,762,Four-Door Car,Medsize
No,Basic,College,Employed,M,38460,Urban,Divorced,61,11,98,0,1,Personal Auto,Personal L3,Offer1,Branch,191,Four-Door Car,Medsize
No,Basic,College,Unemployed,M,0,Suburban,Single,67,23,88,0,1,Personal Auto,Personal L3,Offer1,Web,482,Four-Door Car,Medsize
No,Extended,College,Employed,F,40171,Urban,Married,123,13,23,0,1,Personal Auto,Personal L1,Offer2,Call Center,577,SUV,Medsize
No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,64,10,72,0,2,Personal Auto,Personal L2,Offer1,Branch,307,Four-Door Car,Medsize
Yes,Basic,Doctor,Employed,M,36631,Rural,Divorced,62,30,77,0,1,Personal Auto,Personal L3,Offer1,Agent,68,Four-Door Car,Large
No,Basic,Bachelor,Employed,F,74335,Urban,Single,187,3,4,0,1,Corporate Auto,Corporate L1,Offer3,Agent,896,Luxury Car,Small
No,Premium,Bachelor,Employed,F,79421,Rural,Married,104,2,85,0,2,Personal Auto,Personal L2,Offer1,Agent,115,Four-Door Car,Medsize
No,Basic,Bachelor,Employed,M,38466,Urban,Single,68,18,5,0,8,Personal Auto,Personal L2,Offer1,Agent,205,Two-Door Car,Medsize
No,Basic,College,Employed,F,54495,Urban,Married,61,7,3,0,8,Personal Auto,Personal L3,Offer1,Branch,182,Four-Door Car,Medsize
No,Basic,College,Unemployed,F,0,Suburban,Single,112,8,28,0,1,Special Auto,Special L3,Offer3,Branch,806,Sports Car,Medsize
Yes,Premium,Bachelor,Retired,F,14290,Suburban,Married,271,20,40,0,1,Personal Auto,Personal L3,Offer1,Agent,1301,Luxury SUV,Medsize
Yes,Basic,College,Unemployed,M,0,Suburban,Divorced,73,9,94,0,2,Personal Auto,Personal L3,Offer1,Agent,350,Two-Door Car,Medsize
No,Extended,Bachelor,Employed,M,45776,Rural,Married,89,2,17,0,2,Personal Auto,Personal L2,Offer1,Agent,96,Four-Door Car,Medsize
No,Extended,College,Employed,M,94263,Rural,Married,98,33,78,0,3,Personal Auto,Personal L1,Offer2,Branch,112,Four-Door Car,Medsize
No,Premium,High School or Below,Disabled,F,12181,Suburban,Divorced,108,10,19,0,4,Personal Auto,Personal L1,Offer2,Web,592,Four-Door Car,Medsize
No,Extended,Bachelor,Employed,M,97268,Rural,Married,85,23,88,0,2,Personal Auto,Personal L3,Offer1,Agent,35,Four-Door Car,Medsize
No,Basic,College,Disabled,F,28995,Suburban,Married,67,28,42,0,1,Personal Auto,Personal L3,Offer2,Branch,322,Four-Door Car,Medsize
No,Basic,High School or Below,Disabled,F,25030,Suburban,Married,113,16,97,4,1,Personal Auto,Personal L3,Offer2,Branch,542,Sports Car,Medsize
No,Basic,College,Disabled,F,12613,Suburban,Divorced,70,6,81,0,3,Personal Auto,Personal L3,Offer1,Call Center,336,Four-Door Car,Small
No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,64,18,30,0,1,Personal Auto,Personal L3,Offer1,Branch,461,Two-Door Car,Medsize
Yes,Basic,High School or Below,Employed,M,25927,Suburban,Single,103,6,20,0,1,Personal Auto,Personal L3,Offer2,Web,675,SUV,Medsize
No,Extended,College,Unemployed,F,0,Suburban,Single,134,29,43,0,6,Corporate Auto,Corporate L3,Offer1,Branch,643,SUV,Medsize
Yes,Basic,College,Retired,M,28215,Suburban,Single,65,15,26,0,3,Personal Auto,Personal L3,Offer1,Agent,468,Two-Door Car,Medsize
Yes,Basic,Bachelor,Disabled,M,18375,Suburban,Married,103,8,50,0,1,Personal Auto,Personal L2,Offer1,Branch,535,Sports Car,Large
No,Extended,High School or Below,Employed,F,43221,Urban,Married,87,33,51,0,7,Special Auto,Special L2,Offer1,Branch,399,Four-Door Car,Large
No,Extended,Bachelor,Unemployed,M,0,Suburban,Single,84,4,29,0,1,Personal Auto,Personal L1,Offer3,Branch,849,Four-Door Car,Medsize
Yes,Extended,Doctor,Unemployed,F,0,Suburban,Married,84,18,25,1,4,Personal Auto,Personal L3,Offer1,Agent,481,Four-Door Car,Medsize
No,Extended,High School or Below,Employed,M,52082,Suburban,Married,79,2,47,0,1,Personal Auto,Personal L3,Offer4,Branch,379,Four-Door Car,Small
No,Basic,High School or Below,Employed,M,50719,Suburban,Single,68,10,28,0,1,Personal Auto,Personal L3,Offer2,Call Center,394,Four-Door Car,Medsize
No,Extended,Bachelor,Unemployed,F,0,Suburban,Married,123,33,35,0,1,Personal Auto,Personal L2,Offer3,Call Center,590,SUV,Medsize
No,Basic,High School or Below,Unemployed,F,0,Suburban,Married,110,7,40,0,5,Corporate Auto,Corporate L2,Offer1,Branch,528,SUV,Small
No,Extended,High School or Below,Employed,M,39248,Urban,Married,87,27,22,0,1,Personal Auto,Personal L1,Offer4,Agent,387,Four-Door Car,Medsize
No,Extended,College,Unemployed,F,0,Suburban,Single,82,11,35,0,1,Personal Auto,Personal L3,Offer1,Web,590,Four-Door Car,Medsize
No,Basic,High School or Below,Employed,M,68463,Suburban,Married,70,19,67,1,1,Personal Auto,Personal L1,Offer2,Call Center,336,Four-Door Car,Medsize
No,Extended,High School or Below,Employed,M,38096,Suburban,Divorced,99,3,28,0,1,Personal Auto,Personal L1,Offer1,Agent,475,Two-Door Car,Medsize
No,Basic,College,Employed,M,42124,Suburban,Married,101,3,78,0,6,Personal Auto,Personal L2,Offer4,Branch,485,SUV,Medsize
Yes,Basic,College,Retired,F,21073,Suburban,Divorced,106,25,54,1,3,Personal Auto,Personal L2,Offer1,Agent,509,SUV,Small
No,Basic,Bachelor,Employed,F,24149,Suburban,Married,61,15,10,0,3,Personal Auto,Personal L1,Offer1,Agent,293,Four-Door Car,Small
Yes,Extended,High School or Below,Retired,F,10312,Suburban,Married,78,10,63,0,1,Personal Auto,Personal L3,Offer2,Agent,486,Four-Door Car,Large
No,Extended,Bachelor,Unemployed,M,0,Suburban,Divorced,77,15,31,0,1,Personal Auto,Personal L1,Offer1,Branch,405,Two-Door Car,Medsize
No,Basic,Bachelor,Employed,M,74115,Urban,Married,63,24,24,0,2,Personal Auto,Personal L2,Offer2,Branch,275,Four-Door Car,Medsize
No,Extended,High School or Below,Employed,M,34624,Urban,Married,95,28,66,0,1,Personal Auto,Personal L3,Offer2,Call Center,270,Four-Door Car,Medsize
No,Extended,Bachelor,Employed,F,36108,Suburban,Divorced,128,5,35,2,9,Personal Auto,Personal L2,Offer3,Agent,614,SUV,Large
No,Extended,High School or Below,Unemployed,F,0,Suburban,Single,127,22,53,0,1,Special Auto,Special L2,Offer1,Agent,914,Sports Car,Small
No,Premium,High School or Below,Unemployed,M,0,Suburban,Single,118,23,54,0,1,Corporate Auto,Corporate L3,Offer1,Agent,960,Two-Door Car,Medsize
No,Basic,High School or Below,Employed,F,43184,Urban,Divorced,102,6,81,0,2,Personal Auto,Personal L3,Offer1,Web,377,SUV,Small
No,Basic,Doctor,Unemployed,F,0,Rural,Married,67,9,37,0,1,Corporate Auto,Corporate L3,Offer4,Agent,146,Four-Door Car,Large
No,Premium,College,Employed,M,35349,Suburban,Married,102,7,2,0,4,Personal Auto,Personal L3,Offer1,Web,490,Four-Door Car,Medsize
No,Extended,Bachelor,Unemployed,F,0,Rural,Married,124,32,75,0,1,Personal Auto,Personal L1,Offer2,Call Center,251,SUV,Large
Yes,Basic,Bachelor,Employed,M,35095,Suburban,Divorced,73,25,56,0,2,Personal Auto,Personal L1,Offer2,Call Center,526,Two-Door Car,Small
No,Basic,High School or Below,Medical Leave,F,13164,Rural,Single,70,0,45,0,2,Personal Auto,Personal L3,Offer1,Agent,75,Two-Door Car,Medsize
No,Premium,High School or Below,Unemployed,M,0,Suburban,Married,141,7,32,0,1,Corporate Auto,Corporate L2,Offer4,Web,677,SUV,Medsize
No,Extended,College,Employed,F,94880,Urban,Single,79,18,73,3,3,Special Auto,Special L2,Offer1,Agent,348,Four-Door Car,Medsize
No,Basic,College,Employed,M,95301,Suburban,Married,114,34,43,0,1,Personal Auto,Personal L1,Offer3,Call Center,547,SUV,Large
No,Premium,Bachelor,Employed,F,56202,Urban,Married,107,19,33,0,8,Personal Auto,Personal L1,Offer2,Agent,514,Two-Door Car,Medsize
No,Extended,College,Employed,F,35592,Suburban,Married,82,34,38,0,1,Personal Auto,Personal L3,Offer4,Call Center,497,Two-Door Car,Small
No,Premium,High School or Below,Unemployed,M,0,Suburban,Married,113,4,13,0,2,Personal Auto,Personal L3,Offer3,Call Center,542,Four-Door Car,Medsize
No,Premium,College,Unemployed,F,0,Suburban,Married,102,1,99,0,1,Personal Auto,Personal L3,Offer1,Branch,490,Four-Door Car,Large
No,Extended,High School or Below,Unemployed,F,0,Suburban,Single,89,6,55,0,2,Corporate Auto,Corporate L3,Offer2,Branch,641,Two-Door Car,Medsize
No,Basic,Doctor,Disabled,M,11097,Suburban,Married,73,26,50,0,4,Corporate Auto,Corporate L3,Offer3,Web,350,Two-Door Car,Small
No,Extended,Bachelor,Employed,M,74900,Suburban,Married,208,31,63,0,6,Personal Auto,Personal L1,Offer3,Call Center,998,Luxury SUV,Medsize
No,Extended,Doctor,Employed,M,23576,Urban,Married,89,8,72,0,2,Personal Auto,Personal L3,Offer2,Web,384,Four-Door Car,Medsize
No,Extended,High School or Below,Disabled,F,23393,Suburban,Married,95,26,37,0,1,Corporate Auto,Corporate L1,Offer2,Branch,456,Four-Door Car,Medsize
No,Extended,Master,Unemployed,F,0,Rural,Married,95,3,29,0,9,Personal Auto,Personal L2,Offer1,Agent,150,Two-Door Car,Medsize
No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,73,3,93,0,1,Personal Auto,Personal L3,Offer2,Web,350,Two-Door Car,Medsize
No,Extended,Master,Employed,F,66346,Rural,Married,87,15,7,1,4,Personal Auto,Personal L1,Offer4,Agent,78,Four-Door Car,Large
No,Extended,Bachelor,Employed,M,58109,Suburban,Divorced,86,9,6,0,1,Corporate Auto,Corporate L3,Offer2,Branch,413,Two-Door Car,Medsize
Yes,Basic,High School or Below,Employed,F,92766,Suburban,Married,71,17,15,0,2,Personal Auto,Personal L2,Offer2,Agent,379,Two-Door Car,Large
No,Basic,High School or Below,Medical Leave,M,26307,Urban,Married,73,26,1,0,2,Personal Auto,Personal L2,Offer4,Call Center,313,Four-Door Car,Medsize
No,Basic,Bachelor,Unemployed,M,0,Urban,Married,69,6,52,0,2,Personal Auto,Personal L1,Offer3,Call Center,238,Four-Door Car,Medsize
No,Basic,High School or Below,Employed,F,21171,Suburban,Divorced,72,2,40,0,3,Corporate Auto,Corporate L3,Offer4,Call Center,346,Four-Door Car,Large
No,Premium,College,Employed,F,82753,Rural,Married,114,3,42,0,2,Personal Auto,Personal L1,Offer1,Web,265,Four-Door Car,Medsize
No,Basic,College,Unemployed,F,0,Suburban,Single,64,8,12,0,1,Personal Auto,Personal L3,Offer2,Agent,757,Four-Door Car,Small
No,Extended,Bachelor,Employed,M,39754,Rural,Married,85,2,35,0,1,Personal Auto,Personal L2,Offer2,Agent,62,Four-Door Car,Medsize
No,Basic,College,Unemployed,F,0,Suburban,Divorced,67,29,88,0,2,Personal Auto,Personal L1,Offer1,Web,322,Two-Door Car,Medsize
No,Extended,Bachelor,Unemployed,F,0,Suburban,Single,76,17,34,1,2,Personal Auto,Personal L2,Offer2,Agent,365,Four-Door Car,Large
No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,70,18,46,0,2,Corporate Auto,Corporate L1,Offer1,Agent,713,Four-Door Car,Medsize
No,Basic,College,Employed,F,91915,Rural,Divorced,186,0,91,0,1,Personal Auto,Personal L3,Offer1,Call Center,94,Luxury Car,Medsize
Yes,Basic,Master,Retired,F,21514,Urban,Married,62,0,59,0,2,Special Auto,Special L3,Offer1,Agent,257,Two-Door Car,Medsize
No,Basic,College,Employed,F,43276,Suburban,Married,104,16,11,0,1,Personal Auto,Personal L3,Offer2,Call Center,499,SUV,Large
No,Premium,High School or Below,Employed,F,75531,Suburban,Single,102,2,13,0,4,Personal Auto,Personal L3,Offer1,Web,490,Four-Door Car,Medsize
Yes,Basic,Bachelor,Retired,M,23665,Suburban,Married,67,19,50,0,2,Personal Auto,Personal L3,Offer1,Branch,405,Four-Door Car,Medsize
No,Premium,Bachelor,Unemployed,F,0,Suburban,Single,118,9,26,0,1,Personal Auto,Personal L2,Offer1,Web,566,Four-Door Car,Small
No,Extended,Bachelor,Employed,F,96337,Suburban,Married,127,19,12,0,3,Personal Auto,Personal L2,Offer3,Branch,610,SUV,Medsize
No,Basic,High School or Below,Employed,M,60180,Suburban,Married,183,14,70,0,2,Corporate Auto,Corporate L3,Offer4,Branch,989,Luxury Car,Medsize
Yes,Basic,High School or Below,Unemployed,F,0,Suburban,Divorced,63,4,52,0,2,Personal Auto,Personal L1,Offer2,Agent,685,Four-Door Car,Medsize
No,Basic,Master,Employed,M,30376,Suburban,Single,66,26,16,0,6,Personal Auto,Personal L1,Offer1,Web,317,Four-Door Car,Small
Yes,Basic,Master,Employed,M,88997,Rural,Divorced,72,9,71,0,3,Corporate Auto,Corporate L2,Offer2,Branch,174,Four-Door Car,Small
No,Basic,Bachelor,Employed,M,69236,Rural,Married,63,31,83,1,1,Personal Auto,Personal L2,Offer3,Branch,111,Four-Door Car,Medsize
No,Basic,Bachelor,Disabled,F,27627,Suburban,Married,63,10,43,0,2,Special Auto,Special L2,Offer3,Call Center,454,Two-Door Car,Small
No,Basic,Bachelor,Employed,M,77524,Rural,Married,68,12,95,3,6,Corporate Auto,Corporate L2,Offer3,Call Center,65,Four-Door Car,Small
No,Basic,High School or Below,Employed,F,75449,Rural,Divorced,61,3,31,0,1,Corporate Auto,Corporate L3,Offer3,Agent,131,Two-Door Car,Medsize
No,Extended,Bachelor,Employed,F,35666,Rural,Divorced,131,12,76,0,1,Personal Auto,Personal L2,Offer2,Call Center,312,SUV,Small
No,Basic,College,Medical Leave,M,17658,Suburban,Married,65,10,44,0,1,Personal Auto,Personal L3,Offer3,Web,312,Four-Door Car,Large
No,Basic,High School or Below,Unemployed,M,0,Suburban,Married,71,0,44,0,1,Corporate Auto,Corporate L1,Offer2,Branch,341,Four-Door Car,Large
No,Basic,College,Medical Leave,M,20567,Suburban,Married,72,24,76,4,1,Personal Auto,Personal L2,Offer4,Agent,346,Four-Door Car,Large
No,Basic,College,Employed,F,30061,Suburban,Single,104,4,22,0,1,Special Auto,Special L2,Offer1,Web,499,Sports Car,Large
No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,74,32,62,0,3,Corporate Auto,Corporate L3,Offer1,Agent,533,Four-Door Car,Medsize
No,Basic,Bachelor,Medical Leave,M,20354,Suburban,Married,116,23,0,0,1,Personal Auto,Personal L1,Offer3,Agent,557,SUV,Medsize
No,Basic,Bachelor,Employed,M,36637,Suburban,Married,192,28,52,0,3,Corporate Auto,Corporate L2,Offer4,Branch,922,Luxury Car,Medsize
Yes,Extended,High School or Below,Unemployed,M,0,Suburban,Married,131,34,61,0,9,Personal Auto,Personal L2,Offer1,Agent,629,SUV,Medsize
Yes,Basic,College,Employed,F,63860,Urban,Married,62,26,81,0,1,Personal Auto,Personal L1,Offer2,Agent,209,Four-Door Car,Medsize
No,Basic,College,Unemployed,M,0,Suburban,Married,199,4,29,3,1,Personal Auto,Personal L3,Offer2,Web,955,Luxury Car,Medsize
No,Premium,High School or Below,Employed,M,58544,Suburban,Married,114,19,48,0,2,Personal Auto,Personal L2,Offer1,Agent,770,Four-Door Car,Medsize
No,Extended,High School or Below,Employed,F,54586,Rural,Married,76,1,91,0,2,Personal Auto,Personal L2,Offer3,Branch,123,Two-Door Car,Large
No,Basic,High School or Below,Employed,F,57248,Suburban,Married,74,31,17,0,1,Personal Auto,Personal L3,Offer2,Call Center,355,Four-Door Car,Small
No,Extended,Bachelor,Unemployed,F,0,Suburban,Single,134,15,3,0,1,Corporate Auto,Corporate L1,Offer2,Branch,965,Sports Car,Small
No,Basic,Bachelor,Employed,M,66037,Rural,Married,69,2,83,0,2,Personal Auto,Personal L3,Offer4,Branch,69,Four-Door Car,Medsize
Yes,Basic,Master,Employed,F,29462,Suburban,Single,107,28,23,1,1,Corporate Auto,Corporate L2,Offer2,Branch,514,SUV,Large
No,Extended,Bachelor,Employed,M,64541,Urban,Married,86,16,43,0,2,Personal Auto,Personal L3,Offer3,Agent,256,Four-Door Car,Small
No,Basic,Master,Employed,F,27382,Rural,Married,71,33,35,0,1,Personal Auto,Personal L2,Offer2,Web,134,Four-Door Car,Medsize
No,Extended,Bachelor,Employed,F,32311,Urban,Married,79,10,23,0,3,Corporate Auto,Corporate L3,Offer1,Agent,207,Four-Door Car,Large
No,Extended,College,Medical Leave,M,23830,Suburban,Married,76,24,22,1,1,Corporate Auto,Corporate L3,Offer4,Web,365,Two-Door Car,Medsize
No,Basic,High School or Below,Employed,F,88178,Suburban,Married,70,32,78,0,2,Personal Auto,Personal L3,Offer2,Call Center,336,Two-Door Car,Medsize
No,Extended,Master,Employed,F,72236,Suburban,Married,80,2,29,0,2,Personal Auto,Personal L3,Offer2,Call Center,518,Four-Door Car,Medsize
No,Basic,Bachelor,Unemployed,F,0,Urban,Divorced,112,19,42,0,6,Personal Auto,Personal L3,Offer1,Branch,439,SUV,Medsize
No,Basic,College,Employed,M,67890,Urban,Married,63,23,26,0,3,Personal Auto,Personal L3,Offer1,Agent,174,Four-Door Car,Medsize
Yes,Basic,College,Employed,F,38713,Suburban,Divorced,66,31,69,4,6,Personal Auto,Personal L3,Offer2,Call Center,317,Four-Door Car,Medsize
No,Basic,Bachelor,Employed,F,77803,Urban,Married,63,30,18,0,2,Personal Auto,Personal L3,Offer2,Agent,218,Four-Door Car,Medsize
Yes,Premium,Bachelor,Employed,F,51643,Suburban,Single,283,16,43,0,1,Personal Auto,Personal L3,Offer2,Agent,1358,Luxury Car,Medsize
No,Premium,College,Employed,F,46402,Urban,Married,113,7,2,0,1,Personal Auto,Personal L3,Offer1,Agent,476,Four-Door Car,Medsize
No,Extended,Bachelor,Employed,M,92044,Urban,Married,132,7,77,0,3,Personal Auto,Personal L1,Offer4,Web,617,SUV,Medsize
No,Extended,College,Medical Leave,M,16040,Suburban,Divorced,96,29,93,0,2,Personal Auto,Personal L3,Offer1,Branch,611,Two-Door Car,Medsize
No,Extended,College,Unemployed,M,0,Suburban,Single,135,12,84,4,2,Personal Auto,Personal L2,Offer2,Branch,981,SUV,Small
Yes,Basic,Bachelor,Retired,M,17622,Suburban,Divorced,65,1,36,1,3,Personal Auto,Personal L2,Offer1,Agent,312,Four-Door Car,Medsize
