Response,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Scored Label Mean,Scored Label Standard Deviation
No,Extended,Master,Employed,M,46648,Rural,Divorced,81,8,26,0,7,Personal Auto,Personal L3,Offer4,Web,124,Four-Door Car,Medsize,50.83333333,3.004626075
No,Extended,College,Medical Leave,M,18400,Suburban,Married,89,26,52,0,8,Corporate Auto,Corporate L3,Offer2,Agent,641,Two-Door Car,Small,56.20833333,5.343577407
No,Extended,College,Employed,F,84581,Rural,Married,96,25,50,0,2,Personal Auto,Personal L3,Offer4,Web,4,Four-Door Car,Large,85,5.590169951
No,Premium,High School or Below,Employed,F,26149,Suburban,Married,157,2,17,0,7,Personal Auto,Personal L3,Offer4,Web,754,SUV,Medsize,81.25,3.307189149
No,Premium,High School or Below,Unemployed,F,0,Suburban,Single,161,29,1,0,1,Personal Auto,Personal L3,Offer1,Agent,1159,SUV,Medsize,51.04166667,3.720952323
No,Basic,Bachelor,Employed,F,70619,Rural,Married,187,2,84,0,3,Personal Auto,Personal L3,Offer3,Branch,294,Luxury Car,Medsize,88.33333333,3.908679807
Yes,Basic,High School or Below,Employed,M,72421,Suburban,Married,65,8,23,0,1,Personal Auto,Personal L3,Offer2,Call Center,312,Four-Door Car,Small,10,0.000198431
No,Basic,Bachelor,Employed,M,83073,Rural,Married,71,15,46,0,3,Corporate Auto,Corporate L3,Offer3,Call Center,10,Two-Door Car,Medsize,50,0.000295804
No,Extended,Master,Unemployed,M,0,Suburban,Married,124,29,9,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,595,SUV,Medsize,30.41666667,2.319901833
No,Basic,High School or Below,Employed,M,41396,Suburban,Married,70,7,7,0,3,Special Auto,Special L2,Offer2,Branch,336,Four-Door Car,Medsize,50,0.000270031
No,Basic,Bachelor,Employed,M,43640,Rural,Married,64,10,99,2,3,Personal Auto,Personal L2,Offer2,Agent,1,Four-Door Car,Medsize,39.58333333,2.319901835
No,Extended,Bachelor,Employed,M,81531,Urban,Married,135,23,50,0,1,Personal Auto,Personal L3,Offer2,Web,420,SUV,Small,42.5,4.33012703
No,Extended,High School or Below,Employed,M,23277,Suburban,Married,77,14,68,2,1,Corporate Auto,Corporate L1,Offer1,Branch,370,Four-Door Car,Medsize,20,0.000306186
No,Extended,College,Employed,F,85718,Urban,Single,139,4,98,1,1,Personal Auto,Personal L3,Offer1,Branch,540,Sports Car,Medsize,48.33333333,3.908679809
No,Basic,Master,Employed,F,37125,Urban,Married,63,29,78,0,1,Personal Auto,Personal L2,Offer2,Agent,291,Four-Door Car,Large,10,0.000242384
No,Extended,High School or Below,Unemployed,F,0,Suburban,Married,121,7,69,0,1,Personal Auto,Personal L2,Offer1,Agent,644,SUV,Medsize,31.25,3.307189148
No,Basic,College,Employed,F,22547,Suburban,Divorced,112,7,60,0,3,Corporate Auto,Corporate L3,Offer1,Agent,538,SUV,Medsize,70,0.000285045
No,Extended,High School or Below,Employed,M,35970,Suburban,Divorced,98,29,81,0,1,Corporate Auto,Corporate L3,Offer3,Call Center,470,Four-Door Car,Large,30,0.000295804
No,Extended,College,Unemployed,F,0,Suburban,Single,93,19,79,0,2,Personal Auto,Personal L1,Offer3,Call Center,670,Four-Door Car,Medsize,81.875,4.284784134
Yes,Basic,College,Employed,M,62464,Urban,Married,109,23,45,0,4,Corporate Auto,Corporate L1,Offer2,Agent,400,Sports Car,Medsize,70,0.000241523
No,Basic,Bachelor,Unemployed,F,0,Suburban,Divorced,69,9,68,0,1,Personal Auto,Personal L1,Offer1,Call Center,427,Two-Door Car,Small,10,0.000245798
No,Basic,High School or Below,Unemployed,F,0,Suburban,Married,63,21,78,0,7,Personal Auto,Personal L3,Offer1,Agent,302,Two-Door Car,Medsize,35,5.270462773
No,Extended,High School or Below,Employed,M,28564,Suburban,Married,76,17,44,0,1,Corporate Auto,Corporate L3,Offer2,Branch,365,Two-Door Car,Small,20,0.000273861
No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,63,22,7,3,1,Personal Auto,Personal L1,Offer1,Agent,302,Four-Door Car,Medsize,10,0.000270031
No,Basic,High School or Below,Unemployed,F,0,Suburban,Married,106,19,67,1,3,Corporate Auto,Corporate L3,Offer3,Agent,631,SUV,Medsize,63.125,4.960783716
No,Extended,Bachelor,Medical Leave,F,12075,Suburban,Married,94,16,23,0,5,Personal Auto,Personal L2,Offer1,Branch,451,Four-Door Car,Medsize,60,0.000273861
No,Extended,College,Employed,F,26787,Suburban,Married,77,7,50,0,5,Personal Auto,Personal L3,Offer3,Branch,370,Four-Door Car,Medsize,50,0.000256174
No,Basic,Master,Employed,M,24790,Suburban,Married,113,4,39,0,1,Personal Auto,Personal L2,Offer3,Agent,767,SUV,Small,30.41666667,2.319901835
No,Basic,College,Employed,F,94943,Suburban,Married,69,3,22,0,1,Personal Auto,Personal L2,Offer2,Web,388,Four-Door Car,Medsize,19.6875,1.951561889
No,Extended,High School or Below,Retired,M,28140,Suburban,Single,85,23,5,0,1,Personal Auto,Personal L3,Offer3,Web,612,Four-Door Car,Small,20,0.000245798
Yes,Basic,College,Retired,M,26806,Suburban,Married,63,32,19,0,2,Personal Auto,Personal L2,Offer1,Agent,302,Four-Door Car,Medsize,65.41666667,9.851325351
Yes,Basic,Bachelor,Unemployed,M,0,Suburban,Married,101,1,83,4,1,Personal Auto,Personal L3,Offer1,Agent,960,SUV,Large,20,0.000262202
No,Basic,College,Employed,F,26480,Suburban,Divorced,63,13,17,0,3,Personal Auto,Personal L1,Offer2,Call Center,379,Two-Door Car,Medsize,40,0.000281366
No,Extended,Bachelor,Employed,M,59523,Urban,Married,78,0,62,1,8,Personal Auto,Personal L1,Offer1,Branch,344,Four-Door Car,Large,50,0.000270031
No,Basic,College,Employed,F,76726,Rural,Married,65,27,26,0,2,Personal Auto,Personal L2,Offer2,Branch,10,Four-Door Car,Medsize,76.25,11.65922382
No,Basic,High School or Below,Employed,M,71868,Suburban,Single,65,6,61,0,1,Corporate Auto,Corporate L3,Offer4,Agent,312,Four-Door Car,Small,10,0.000247908
No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,63,0,54,3,7,Personal Auto,Personal L2,Offer1,Call Center,670,Four-Door Car,Medsize,30,0.000295804
No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,101,31,1,0,3,Personal Auto,Personal L1,Offer4,Web,1022,SUV,Medsize,60,0.000225925
No,Basic,College,Employed,F,55588,Suburban,Married,114,15,40,0,2,Personal Auto,Personal L2,Offer1,Branch,547,SUV,Medsize,85,5.000000009
No,Basic,College,Employed,F,70793,Rural,Married,69,32,1,0,1,Personal Auto,Personal L3,Offer2,Web,63,Four-Door Car,Large,19.6875,1.951561889
Yes,Basic,Bachelor,Employed,F,35625,Urban,Married,65,10,56,1,3,Personal Auto,Personal L1,Offer2,Agent,289,Four-Door Car,Medsize,40,0.000279509
No,Basic,Bachelor,Employed,F,41247,Suburban,Divorced,64,17,6,0,1,Personal Auto,Personal L3,Offer4,Web,307,Two-Door Car,Large,10,0.000306186
Yes,Extended,Bachelor,Retired,F,23904,Suburban,Single,123,1,67,3,1,Corporate Auto,Corporate L1,Offer1,Agent,590,SUV,Medsize,31.25,3.307189147
No,Basic,Bachelor,Employed,F,68849,Urban,Married,67,9,67,0,2,Corporate Auto,Corporate L1,Offer2,Call Center,253,Two-Door Car,Medsize,75,11.98957881
No,Basic,Bachelor,Employed,M,78904,Rural,Divorced,109,10,38,0,9,Personal Auto,Personal L3,Offer4,Branch,250,SUV,Large,70,0.000250833
No,Premium,Bachelor,Unemployed,M,0,Suburban,Married,117,8,89,0,2,Personal Auto,Personal L1,Offer2,Agent,562,Four-Door Car,Medsize,83.33333333,6.972166893
No,Basic,Bachelor,Employed,F,62088,Rural,Married,64,6,28,2,4,Corporate Auto,Corporate L2,Offer1,Agent,73,Two-Door Car,Medsize,40,0.000262203
No,Basic,College,Employed,F,38223,Suburban,Married,112,27,18,2,1,Personal Auto,Personal L3,Offer3,Branch,538,SUV,Medsize,30,0.000292261
No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,106,27,89,0,1,Personal Auto,Personal L3,Offer1,Agent,763,SUV,Medsize,27.91666667,4.228704827
Yes,Basic,Bachelor,Retired,M,23665,Suburban,Married,67,19,50,0,2,Personal Auto,Personal L3,Offer1,Branch,405,Four-Door Car,Medsize,88.125,8.99218411
No,Basic,High School or Below,Employed,M,21709,Suburban,Married,62,28,17,0,3,Personal Auto,Personal L2,Offer2,Branch,408,Four-Door Car,Large,40,0.000239357
No,Extended,Bachelor,Unemployed,M,0,Suburban,Single,95,32,69,0,2,Special Auto,Special L3,Offer2,Call Center,684,Two-Door Car,Medsize,83.75,4.841229188
Yes,Basic,Bachelor,Retired,M,14973,Suburban,Divorced,115,2,75,0,2,Personal Auto,Personal L3,Offer1,Branch,828,SUV,Medsize,80,0.000238048
No,Basic,College,Employed,F,28524,Suburban,Married,62,26,45,0,9,Personal Auto,Personal L3,Offer2,Web,298,Four-Door Car,Medsize,40,0.000281366
No,Extended,Bachelor,Unemployed,F,0,Suburban,Single,85,11,27,0,2,Corporate Auto,Corporate L2,Offer1,Agent,408,Four-Door Car,Medsize,77.5,6.614378284
No,Basic,Bachelor,Employed,M,69114,Rural,Divorced,103,9,68,0,4,Personal Auto,Personal L3,Offer2,Agent,162,SUV,Medsize,68.75,3.30718915
No,Extended,Bachelor,Employed,M,73782,Rural,Married,76,11,97,0,1,Special Auto,Special L3,Offer2,Branch,112,Four-Door Car,Large,20,0.000270031
No,Premium,High School or Below,Employed,F,46396,Urban,Married,103,11,79,1,2,Corporate Auto,Corporate L2,Offer1,Agent,384,Four-Door Car,Medsize,82.5,4.33012703
No,Basic,Bachelor,Unemployed,F,0,Suburban,Married,68,11,81,3,1,Personal Auto,Personal L1,Offer1,Agent,387,Two-Door Car,Small,10,0.000295804
Yes,Basic,College,Employed,F,55350,Suburban,Married,67,0,13,0,9,Personal Auto,Personal L2,Offer1,Agent,322,Four-Door Car,Medsize,40.3125,1.951561886
No,Basic,College,Employed,F,91810,Rural,Married,71,27,43,0,1,Corporate Auto,Corporate L2,Offer3,Web,166,Four-Door Car,Medsize,20,0.000281366
No,Basic,High School or Below,Unemployed,F,0,Suburban,Married,67,28,72,0,2,Personal Auto,Personal L3,Offer3,Agent,482,Four-Door Car,Large,68.95833333,11.2403508
No,Basic,Bachelor,Employed,M,57961,Rural,Divorced,72,27,64,0,2,Personal Auto,Personal L3,Offer1,Agent,39,Two-Door Car,Large,77.08333333,14.66642992
No,Extended,College,Employed,F,29881,Rural,Married,85,27,95,0,6,Personal Auto,Personal L2,Offer1,Call Center,18,Four-Door Car,Medsize,59.58333333,2.319901833
No,Premium,High School or Below,Employed,M,66267,Suburban,Married,111,23,95,0,3,Personal Auto,Personal L2,Offer3,Web,1094,Four-Door Car,Small,70,0.000295805
No,Extended,High School or Below,Employed,F,86195,Urban,Married,139,12,10,0,3,Special Auto,Special L2,Offer1,Agent,602,SUV,Medsize,80,0.000281366
No,Basic,Bachelor,Employed,F,60221,Urban,Married,67,3,17,0,2,Personal Auto,Personal L1,Offer3,Agent,239,Four-Door Car,Medsize,74.79166667,11.37850984
No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,72,32,14,0,1,Corporate Auto,Corporate L1,Offer4,Web,406,Four-Door Car,Medsize,12.91666667,4.695594869
Yes,Basic,College,Medical Leave,F,17576,Suburban,Married,71,29,70,0,1,Personal Auto,Personal L3,Offer2,Call Center,399,Four-Door Car,Medsize,13.125,5.555121518
No,Extended,High School or Below,Unemployed,M,0,Suburban,Single,82,29,23,1,2,Personal Auto,Personal L2,Offer3,Call Center,394,Four-Door Car,Large,80.41666667,9.851325352
Yes,Premium,High School or Below,Employed,F,59207,Suburban,Single,116,23,21,0,2,Personal Auto,Personal L2,Offer1,Agent,557,Four-Door Car,Medsize,80.41666667,2.319901831
No,Basic,High School or Below,Employed,M,59821,Suburban,Married,193,12,6,0,2,Personal Auto,Personal L1,Offer3,Branch,1390,Luxury SUV,Medsize,90,0.000270031
No,Extended,Bachelor,Unemployed,M,0,Suburban,Single,90,7,79,0,1,Personal Auto,Personal L2,Offer3,Agent,648,Two-Door Car,Small,28.125,19.83328957
No,Basic,College,Employed,M,97984,Suburban,Married,61,1,36,1,5,Personal Auto,Personal L2,Offer2,Agent,407,Four-Door Car,Small,36.77083333,4.902477768
No,Extended,High School or Below,Employed,F,69263,Suburban,Married,81,8,12,2,1,Personal Auto,Personal L3,Offer3,Agent,495,Two-Door Car,Medsize,21,3.082207011
No,Basic,College,Employed,F,59763,Suburban,Married,73,4,31,0,2,Personal Auto,Personal L3,Offer4,Agent,350,Two-Door Car,Small,73.75,6.54843069
No,Basic,Bachelor,Employed,F,88251,Urban,Married,68,3,2,0,3,Personal Auto,Personal L3,Offer4,Branch,267,Four-Door Car,Medsize,50,0.000223607
No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,68,0,45,0,1,Personal Auto,Personal L2,Offer2,Web,490,Four-Door Car,Medsize,11.25,3.307189151
No,Basic,Bachelor,Unemployed,F,0,Suburban,Married,72,29,86,0,1,Personal Auto,Personal L3,Offer1,Branch,346,Four-Door Car,Medsize,15.625,5.266343615
No,Basic,Bachelor,Employed,M,20920,Rural,Single,74,19,14,0,4,Personal Auto,Personal L1,Offer2,Branch,15,Two-Door Car,Medsize,50.3125,1.951561894
No,Basic,College,Employed,M,63936,Urban,Single,189,4,29,0,5,Personal Auto,Personal L3,Offer1,Agent,765,Luxury Car,Medsize,87.5,4.330127028
Yes,Basic,High School or Below,Disabled,F,18495,Suburban,Married,113,10,15,0,2,Personal Auto,Personal L2,Offer1,Branch,542,SUV,Large,90,0.000266145
Yes,Extended,College,Employed,F,93272,Urban,Married,95,3,54,0,1,Personal Auto,Personal L3,Offer2,Branch,281,Four-Door Car,Medsize,30,0.000237171
No,Basic,Master,Employed,M,39910,Suburban,Single,112,16,4,0,5,Personal Auto,Personal L2,Offer1,Call Center,561,SUV,Medsize,70,0.000281366
No,Extended,High School or Below,Unemployed,F,0,Urban,Married,76,11,14,4,3,Personal Auto,Personal L3,Offer2,Agent,277,Four-Door Car,Medsize,46.25,4.84122919
No,Basic,College,Employed,F,39187,Suburban,Divorced,118,32,43,1,1,Corporate Auto,Corporate L2,Offer1,Agent,566,SUV,Small,30,0.000277639
No,Premium,Bachelor,Unemployed,F,0,Suburban,Single,158,5,59,0,1,Personal Auto,Personal L3,Offer3,Agent,1138,SUV,Medsize,46.875,7.880950138
No,Basic,Bachelor,Employed,F,89270,Urban,Single,74,17,90,0,1,Personal Auto,Personal L3,Offer2,Branch,317,Four-Door Car,Medsize,20,0.000254133
No,Extended,High School or Below,Employed,M,41859,Rural,Married,76,18,58,0,5,Personal Auto,Personal L3,Offer1,Agent,166,Two-Door Car,Large,50,0.000273861
Yes,Premium,High School or Below,Employed,F,34337,Suburban,Married,113,20,44,0,9,Personal Auto,Personal L3,Offer2,Web,542,Four-Door Car,Large,70.83333333,3.004626075
No,Basic,College,Employed,M,97868,Urban,Married,70,5,22,1,3,Special Auto,Special L2,Offer3,Branch,268,Two-Door Car,Large,47.5,4.330127027
Yes,Extended,High School or Below,Employed,M,34498,Suburban,Single,83,30,72,0,7,Personal Auto,Personal L2,Offer2,Branch,398,Two-Door Car,Small,50.41666667,2.319901831
No,Extended,College,Employed,F,34112,Suburban,Married,77,32,68,0,6,Personal Auto,Personal L3,Offer2,Branch,370,Four-Door Car,Small,50,0.000262202
No,Basic,High School or Below,Employed,M,72531,Suburban,Married,109,35,20,1,1,Personal Auto,Personal L2,Offer2,Call Center,523,Sports Car,Medsize,30,0.000295804
No,Basic,High School or Below,Medical Leave,F,16171,Urban,Married,74,8,36,0,4,Corporate Auto,Corporate L3,Offer1,Agent,311,Four-Door Car,Medsize,47.5,4.330127027
No,Extended,Master,Unemployed,M,0,Suburban,Divorced,135,18,56,0,2,Personal Auto,Personal L2,Offer1,Branch,648,SUV,Medsize,86.66666667,4.859126587
No,Extended,Bachelor,Medical Leave,F,21665,Suburban,Divorced,136,0,25,0,1,Corporate Auto,Corporate L2,Offer1,Branch,766,SUV,Medsize,39.58333333,5.511981903
No,Extended,High School or Below,Employed,F,32714,Suburban,Married,87,35,48,0,1,Personal Auto,Personal L1,Offer4,Agent,513,Four-Door Car,Medsize,20.41666667,2.319901832
No,Extended,High School or Below,Employed,F,87210,Urban,Single,81,3,26,0,9,Personal Auto,Personal L2,Offer3,Call Center,354,Four-Door Car,Medsize,52.08333333,4.389855739
No,Premium,College,Unemployed,F,0,Suburban,Married,161,3,71,1,9,Personal Auto,Personal L3,Offer1,Branch,773,Sports Car,Small,80,0.000292262
Yes,Basic,College,Employed,F,63860,Urban,Married,62,26,81,0,1,Personal Auto,Personal L3,Offer2,Agent,209,Four-Door Car,Medsize,10,0.000232737
No,Extended,High School or Below,Employed,M,85654,Rural,Married,76,8,46,0,3,Personal Auto,Personal L3,Offer2,Agent,46,Four-Door Car,Large,50,0.00027003
No,Basic,Master,Employed,F,30228,Rural,Married,73,28,44,0,5,Personal Auto,Personal L3,Offer2,Branch,163,Four-Door Car,Medsize,50,0.000254132
No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,103,35,76,0,1,Personal Auto,Personal L2,Offer1,Agent,742,SUV,Medsize,22.5,4.330127025
No,Basic,Bachelor,Employed,F,43879,Urban,Single,69,19,60,0,5,Corporate Auto,Corporate L3,Offer1,Branch,242,Four-Door Car,Medsize,48.75,3.30718915
No,Basic,High School or Below,Disabled,M,17109,Suburban,Married,62,7,45,0,2,Personal Auto,Personal L3,Offer2,Agent,298,Two-Door Car,Medsize,75.625,13.33170563
No,Extended,College,Unemployed,M,0,Suburban,Married,92,26,11,4,1,Personal Auto,Personal L2,Offer3,Agent,657,Two-Door Car,Medsize,17.5,4.330127028
Yes,Premium,High School or Below,Employed,F,34337,Suburban,Married,113,20,44,0,9,Personal Auto,Personal L3,Offer2,Web,542,Four-Door Car,Large,70.83333333,3.004626075
No,Premium,College,Medical Leave,F,20394,Urban,Married,115,28,84,0,1,Personal Auto,Personal L3,Offer1,Branch,509,Two-Door Car,Medsize,31.25,3.307189149
No,Extended,High School or Below,Unemployed,F,0,Suburban,Divorced,139,24,3,1,2,Personal Auto,Personal L2,Offer1,Branch,1389,SUV,Small,88.75,3.307189147
Yes,Basic,Bachelor,Unemployed,F,0,Suburban,Married,73,18,45,0,5,Personal Auto,Personal L2,Offer1,Call Center,350,Four-Door Car,Medsize,50,0.000281366
No,Basic,High School or Below,Employed,F,85132,Urban,Married,106,0,60,5,3,Personal Auto,Personal L2,Offer1,Web,501,SUV,Medsize,67.91666667,4.228704829
No,Extended,College,Employed,M,25187,Suburban,Married,121,8,79,0,1,Personal Auto,Personal L3,Offer3,Call Center,581,SUV,Medsize,38.75,3.30718915
Yes,Extended,High School or Below,Employed,M,44368,Suburban,Married,80,5,72,0,3,Personal Auto,Personal L2,Offer2,Call Center,384,Two-Door Car,Large,50,0.000275757
No,Premium,High School or Below,Unemployed,F,0,Suburban,Married,151,33,94,1,2,Personal Auto,Personal L1,Offer1,Call Center,1087,SUV,Medsize,90,0.00027839
No,Extended,Bachelor,Employed,M,33967,Suburban,Divorced,76,0,60,0,8,Personal Auto,Personal L1,Offer2,Agent,365,Four-Door Car,Small,50,0.000273861
Yes,Extended,High School or Below,Retired,F,10312,Suburban,Married,78,10,63,0,1,Personal Auto,Personal L3,Offer2,Agent,486,Four-Door Car,Large,20,0.000285044
No,Extended,College,Employed,F,39946,Suburban,Divorced,218,23,99,0,1,Personal Auto,Personal L1,Offer1,Branch,1046,Luxury SUV,Small,73.33333333,6.972166893
No,Extended,High School or Below,Unemployed,M,0,Suburban,Single,96,16,43,0,7,Personal Auto,Personal L3,Offer1,Agent,1012,Four-Door Car,Small,54.16666667,5.33593687
No,Extended,College,Employed,F,30694,Suburban,Married,91,22,23,1,1,Personal Auto,Personal L3,Offer1,Agent,437,Four-Door Car,Small,20,0.000268095
No,Premium,High School or Below,Employed,F,55217,Suburban,Married,107,9,9,2,9,Personal Auto,Personal L3,Offer1,Branch,696,Two-Door Car,Medsize,70,0.000266145
No,Extended,High School or Below,Employed,F,70328,Urban,Married,84,11,32,0,6,Corporate Auto,Corporate L1,Offer4,Branch,293,Four-Door Car,Medsize,60,0.000262202
No,Basic,Bachelor,Employed,F,65724,Rural,Single,70,13,66,0,2,Personal Auto,Personal L3,Offer2,Agent,15,Four-Door Car,Medsize,74.58333333,12.29696214
No,Basic,High School or Below,Employed,F,83868,Rural,Married,189,30,91,0,7,Corporate Auto,Corporate L2,Offer1,Agent,135,Luxury Car,Medsize,88.75,3.307189149
No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,63,1,21,0,2,Personal Auto,Personal L1,Offer1,Branch,302,Four-Door Car,Medsize,65.625,12.85435238
Yes,Basic,Bachelor,Medical Leave,M,29735,Suburban,Single,69,3,92,0,1,Personal Auto,Personal L2,Offer1,Agent,331,Four-Door Car,Medsize,10,0.000204124
No,Extended,High School or Below,Unemployed,F,0,Suburban,Single,131,12,26,0,2,Corporate Auto,Corporate L3,Offer3,Agent,943,SUV,Medsize,86.25,4.841229189
No,Extended,Master,Employed,F,43579,Suburban,Single,77,12,17,0,8,Personal Auto,Personal L2,Offer1,Agent,452,Two-Door Car,Small,50,0.000273861
No,Extended,College,Employed,M,70600,Suburban,Divorced,122,26,5,1,2,Personal Auto,Personal L3,Offer2,Call Center,637,SUV,Medsize,82.91666667,4.69559487
No,Basic,College,Unemployed,F,0,Suburban,Single,118,29,45,0,2,Personal Auto,Personal L3,Offer1,Agent,566,SUV,Medsize,83.75,5.120085728
No,Extended,High School or Below,Unemployed,F,0,Suburban,Single,82,0,28,0,1,Personal Auto,Personal L2,Offer1,Agent,590,Four-Door Car,Medsize,20,0.000268095
No,Extended,Bachelor,Employed,F,21450,Suburban,Married,138,15,35,0,4,Personal Auto,Personal L2,Offer1,Branch,939,Sports Car,Medsize,80,0.000285045
No,Extended,Bachelor,Employed,F,56337,Suburban,Married,97,26,25,0,3,Personal Auto,Personal L2,Offer4,Web,466,Four-Door Car,Medsize,60,0.000268095
No,Basic,College,Disabled,M,28617,Suburban,Married,112,20,57,0,9,Personal Auto,Personal L2,Offer3,Agent,798,SUV,Medsize,70,0.000275757
No,Basic,College,Employed,F,89092,Rural,Divorced,68,31,30,2,3,Personal Auto,Personal L3,Offer1,Branch,92,Two-Door Car,Medsize,45,5.000000007
No,Basic,Bachelor,Employed,F,54655,Urban,Married,70,34,9,1,1,Corporate Auto,Corporate L3,Offer1,Agent,187,Four-Door Car,Small,20,0.000285044
No,Basic,Master,Employed,M,27071,Suburban,Divorced,183,1,85,0,1,Personal Auto,Personal L1,Offer4,Branch,878,Luxury Car,Large,60.83333333,3.004626077
No,Basic,Bachelor,Employed,M,90443,Urban,Divorced,66,11,15,0,1,Personal Auto,Personal L3,Offer3,Call Center,235,Two-Door Car,Medsize,10,0.000281366
No,Extended,College,Unemployed,F,0,Suburban,Married,127,24,58,0,1,Personal Auto,Personal L2,Offer1,Agent,610,SUV,Small,30.83333333,3.004626077
No,Extended,Bachelor,Employed,M,68082,Rural,Single,88,24,53,0,1,Personal Auto,Personal L3,Offer2,Web,40,Four-Door Car,Medsize,20,0.000273861
No,Basic,College,Unemployed,M,0,Suburban,Single,67,29,49,1,1,Personal Auto,Personal L3,Offer3,Branch,322,Four-Door Car,Medsize,10,0.000270031
No,Basic,Bachelor,Employed,M,85296,Suburban,Married,68,15,47,0,6,Personal Auto,Personal L3,Offer3,Web,343,Four-Door Car,Medsize,47.5,4.330127028
No,Extended,Bachelor,Employed,M,61638,Suburban,Divorced,82,3,55,2,1,Corporate Auto,Corporate L3,Offer2,Web,544,Four-Door Car,Medsize,20,0.000262202
Yes,Basic,College,Employed,F,63860,Urban,Married,62,26,81,0,1,Personal Auto,Personal L2,Offer2,Agent,209,Four-Door Car,Medsize,10,0.00021164
No,Basic,High School or Below,Employed,F,70717,Rural,Married,72,20,89,0,5,Personal Auto,Personal L1,Offer2,Call Center,37,Two-Door Car,Medsize,50,0.000292261
No,Basic,Bachelor,Employed,F,77646,Suburban,Married,71,3,29,0,6,Personal Auto,Personal L2,Offer4,Branch,341,Four-Door Car,Large,50,0.00025
No,Basic,College,Employed,M,94242,Rural,Divorced,107,15,70,0,1,Personal Auto,Personal L2,Offer2,Branch,52,SUV,Large,30,0.000281366
No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,73,18,16,1,2,Corporate Auto,Corporate L1,Offer1,Branch,793,Four-Door Car,Medsize,78.58333333,13.41200747
No,Basic,High School or Below,Employed,F,59974,Rural,Divorced,65,23,5,0,1,Corporate Auto,Corporate L3,Offer4,Call Center,127,Four-Door Car,Medsize,10,0.000254133
No,Basic,Master,Employed,F,29305,Suburban,Married,66,1,38,0,1,Personal Auto,Personal L2,Offer3,Web,475,Four-Door Car,Small,10,0.000295804
No,Extended,High School or Below,Employed,F,23235,Suburban,Married,99,28,71,0,4,Personal Auto,Personal L3,Offer2,Call Center,588,Four-Door Car,Medsize,60,0.000279509
No,Basic,Master,Employed,F,53265,Urban,Married,62,12,27,0,3,Personal Auto,Personal L2,Offer2,Call Center,238,Four-Door Car,Small,40,0.000285044
No,Extended,High School or Below,Employed,M,48268,Suburban,Divorced,223,28,26,0,2,Personal Auto,Personal L2,Offer1,Web,1606,Luxury SUV,Medsize,90,0.000281366
No,Basic,Bachelor,Employed,F,74335,Urban,Single,187,3,4,0,1,Corporate Auto,Corporate L1,Offer3,Agent,896,Luxury Car,Small,60,0.000290474
No,Extended,High School or Below,Employed,F,74835,Rural,Married,133,14,89,0,7,Corporate Auto,Corporate L2,Offer1,Branch,108,SUV,Medsize,80,0.000285045
No,Basic,Bachelor,Unemployed,F,0,Suburban,Married,64,34,47,0,7,Personal Auto,Personal L2,Offer2,Agent,307,Four-Door Car,Small,37.91666667,4.389855739
Yes,Basic,High School or Below,Employed,M,73168,Suburban,Married,70,21,50,0,3,Corporate Auto,Corporate L3,Offer2,Agent,426,Four-Door Car,Medsize,50,0.000273861
No,Extended,Bachelor,Employed,F,61222,Urban,Single,89,20,55,0,2,Special Auto,Special L3,Offer3,Branch,393,Four-Door Car,Small,84.58333333,10.06058039
No,Basic,High School or Below,Medical Leave,M,25918,Suburban,Married,104,7,30,0,2,Personal Auto,Personal L3,Offer1,Agent,997,SUV,Medsize,83.75,4.84122919
No,Basic,College,Employed,F,49367,Rural,Divorced,63,16,40,0,9,Personal Auto,Personal L3,Offer1,Agent,69,Four-Door Car,Medsize,40,0.000266927
No,Basic,High School or Below,Employed,F,44162,Rural,Married,71,27,16,0,7,Personal Auto,Personal L3,Offer2,Agent,161,Two-Door Car,Medsize,50,0.000306187
No,Basic,High School or Below,Employed,M,91193,Rural,Married,185,15,75,1,6,Personal Auto,Personal L1,Offer1,Web,2,Luxury SUV,Medsize,82.5,4.330127026
No,Basic,College,Employed,F,63259,Suburban,Married,65,25,14,0,7,Corporate Auto,Corporate L3,Offer1,Agent,317,Four-Door Car,Medsize,40,0.000258199
No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,61,5,51,0,7,Personal Auto,Personal L2,Offer3,Call Center,439,Four-Door Car,Medsize,31.25,3.30718915
No,Extended,Bachelor,Employed,F,83771,Urban,Married,133,26,18,0,1,Personal Auto,Personal L3,Offer4,Web,482,Sports Car,Medsize,41.45833333,4.284784133
